Gene_name,Gene_ID,New_Gene_ID,p,padj,loglik_full,loglik_red,mean,impulseTOsigmoid_p,impulseTOsigmoid_padj,sigmoidTOconst_p,sigmoidTOconst_padj,isMonotonous
 Rbp6 ,FBgn0260943,FBgn0260943,0.920630682,0.999775474,-64.34364384,-65.06031881,5.745979898,0.5670504,0.949736616,0.960266073,0.999999999,FALSE
 Rbp1 ,FBgn0260944,FBgn0260944,0.568610886,0.999775474,-152.9113436,-154.8452144,563.1667181,0.201251199,0.949736616,0.88225752,0.999999999,FALSE
 Atg1 ,FBgn0260945,FBgn0260945,0.322651741,0.999775474,-131.1549431,-134.0722209,264.9323479,0.615140402,0.949736616,0.182127892,0.999999999,FALSE
 CG42587 ,FBgn0260955,FBgn0260955,0.916213762,0.999775474,-3.518489857,-4.254773079,0.138086249,0.732554847,0.949736616,0.837442217,0.999999999,FALSE
 MCPH1 ,FBgn0260959,FBgn0260959,0.934403051,0.999775474,-147.4949924,-148.1475568,684.4358987,0.667859357,0.949736616,0.919380313,0.999999999,FALSE
 Baldspot ,FBgn0260960,FBgn0260960,0.28129067,0.999775474,-169.2170773,-172.3495217,1963.291146,0.792257201,0.949736616,0.121801536,0.999999999,FALSE
 pic ,FBgn0260962,FBgn0260962,0.781662956,0.999775474,-175.1678719,-176.4006842,1861.412334,0.294304264,0.949736616,0.999288688,0.999999999,FALSE
 Vmat ,FBgn0260964,FBgn0260964,0.784334875,0.999775474,-59.03361782,-60.25751874,3.100839952,0.327448549,0.949736616,0.975139996,0.999999999,FALSE
 CG42588 ,FBgn0260965,FBgn0260965,0.950090064,0.999775474,-132.1557081,-132.7279563,213.2699464,0.817874945,0.955310333,0.863187477,0.999999999,FALSE
 CG42590 ,FBgn0260967,FBgn0260967,0.70171718,0.999775474,-69.0752792,-70.56966451,5.814227593,0.500422222,0.949736616,0.658445931,0.999999999,FALSE
 CG42591 ,FBgn0260968,FBgn0260968,0.852321781,0.999775474,-69.85401762,-70.84250493,4.363365245,0.395442896,0.949736616,0.989141069,0.999999999,FALSE
 CG42592 ,FBgn0260969,FBgn0260969,0.956283399,0.999775474,-48.76508515,-49.30263795,2.417396277,0.726466032,0.949736616,0.932713886,0.999999999,FALSE
 Ubr3 ,FBgn0260970,FBgn0260970,0.97978956,0.999775474,-155.4719523,-155.8496596,907.4713851,0.719040096,0.949736616,0.992343899,0.999999999,FALSE
 CG42594 ,FBgn0260971,FBgn0260971,0.958872697,0.999775474,-27.08749304,-27.60988898,0.100708286,0.70478992,0.949736616,0.951338488,0.999999999,FALSE
 alc ,FBgn0260972,FBgn0260972,0.471613424,0.999775474,-132.8239966,-135.1050635,318.3842415,0.12048092,0.949736616,0.954367507,0.999999999,FALSE
 RfC4 ,FBgn0260985,FBgn0260985,0.851702649,0.999775474,-157.6679278,-158.6586642,1142.343828,0.698664563,0.949736616,0.737626453,0.999999999,FALSE
 mei-38 ,FBgn0260986,FBgn0260986,0.638746307,0.999775474,-123.099694,-124.7991149,182.6922795,0.691595767,0.949736616,0.446838109,0.999999999,FALSE
 vtd ,FBgn0260987,FBgn0260987,0.578996735,0.999775474,-154.2095186,-156.1080208,1092.803633,0.402798614,0.949736616,0.576908802,0.999999999,FALSE
 yata ,FBgn0260990,FBgn0260990,0.428720617,0.999775474,-163.1656889,-165.6136222,1868.590295,0.459157777,0.949736616,0.342231588,0.999999999,FALSE
 Incenp ,FBgn0260991,FBgn0260991,0.683511427,0.999775474,-158.689246,-160.2426885,961.4899216,0.236184727,0.949736616,0.974196709,0.999999999,FALSE
 dpr21 ,FBgn0260995,FBgn0260995,0.344501608,0.999775474,-58.1743232,-60.9865048,3.264499376,0.069131135,0.949736616,0.963586502,0.999999999,FALSE
 CG42597 ,FBgn0260996,FBgn0260996,0.945403524,0.999775474,-20.62562944,-21.22288154,0.089044781,0.576111341,0.949736616,0.992826556,0.999999999,FALSE
 asl ,FBgn0261004,FBgn0261004,0.947253447,0.999775474,-146.6523354,-147.2398339,334.2694007,0.664984452,0.949736616,0.948572835,0.999999999,FALSE
 snoRNA:83E4-5 ,FBgn0261006,FBgn0261006,0.944579766,0.999775474,-3.518550128,-4.120099351,7.69E-06,0.743164916,0.949736616,0.894271651,0.999999999,FALSE
 TER94 ,FBgn0261014,FBgn0286784,0.75941581,0.999775474,-215.5457931,-216.8522052,7353.295988,0.773268324,0.949736616,0.552202918,0.999999999,FALSE
 Pif1A ,FBgn0261015,FBgn0261015,0.433398167,0.999775474,-34.24507875,-36.6743048,0.815938788,0.096381017,0.949736616,0.980819532,0.999999999,FALSE
 clos ,FBgn0261016,FBgn0261016,0.962165842,0.999775474,-168.9554429,-169.457916,675.1406054,0.605035663,0.949736616,0.999999991,0.999999999,FALSE
 wol ,FBgn0261020,FBgn0261020,0.952280757,0.999775474,-132.4092078,-132.9694154,455.1513249,0.913020089,0.99218444,0.816147548,0.999999999,FALSE
 stj ,FBgn0261041,FBgn0261041,0.806567005,0.999775474,-205.1006305,-206.2496086,2125.542715,0.379284067,0.949736616,0.948572308,0.999999999,FALSE
 Dscam3 ,FBgn0261046,FBgn0261046,0.929533949,0.999775474,-21.28297756,-21.95877588,0.176311006,0.548899497,0.949736616,0.984950548,0.999999999,FALSE
 Vps45 ,FBgn0261049,FBgn0261049,0.99023806,0.999775474,-124.8372682,-125.1115373,199.8334643,0.879554404,0.975353076,0.961552341,0.999999999,FALSE
 Cad86C ,FBgn0261053,FBgn0261053,0.870449657,0.999775474,-60.23514427,-61.15651112,4.452827059,0.407983731,0.949736616,0.997098662,0.999999999,FALSE
 Sfp26Ad ,FBgn0261055,FBgn0261055,0.557325442,0.999775474,-44.42123738,-46.39386187,1.050795251,0.275369224,0.949736616,0.713531968,0.999999999,FALSE
 Sfp38D ,FBgn0261058,FBgn0261058,0.611522792,0.999775474,-26.52885705,-28.3181785,0.268781896,0.175936817,0.949736616,0.991428479,0.999999999,FALSE
 Sfp78E ,FBgn0261059,FBgn0261059,0.191552468,0.999775474,-61.6683156,-65.37587199,4.895251529,0.024706333,0.949736616,0.999574273,0.999999999,FALSE
 Sfp96F ,FBgn0261061,FBgn0261061,0.951901046,0.999775474,-3.518526761,-4.080838622,0.083577504,0.739728765,0.949736616,0.914103163,0.999999999,FALSE
 Rbsn-5 ,FBgn0261064,FBgn0261064,0.889485487,0.999775474,-120.953503,-121.8011763,242.4074322,0.428518273,0.949736616,0.999997002,0.999999999,FALSE
 Cpsf73 ,FBgn0261065,FBgn0261065,0.423196911,0.999775474,-134.0119224,-136.4821233,358.0788283,0.157043453,0.949736616,0.743920745,0.999999999,FALSE
 LSm1 ,FBgn0261067,FBgn0261067,0.963959755,0.999775474,-113.7444505,-114.2357329,115.1515862,0.68443199,0.949736616,0.973585637,0.999999999,FALSE
 LSm7 ,FBgn0261068,FBgn0261068,0.327016922,0.999775474,-142.4873178,-145.383173,363.2291725,0.80299838,0.9519799,0.147706063,0.999999999,FALSE
 Syt12 ,FBgn0261085,FBgn0261085,0.837854475,0.999775474,-78.3771393,-79.41754351,7.34625932,0.378746547,0.949736616,0.986773335,0.999999999,FALSE
 Syt14 ,FBgn0261086,FBgn0261086,0.941717751,0.999775474,-86.70555926,-87.32182931,15.64747325,0.911540473,0.991215173,0.789808453,0.999999999,FALSE
 Sytalpha ,FBgn0261089,FBgn0261089,0.790445869,0.999775474,-72.95592181,-74.1593727,7.082502399,0.402919081,0.949736616,0.8989772,0.999999999,FALSE
 Sytbeta ,FBgn0261090,FBgn0261090,0.811852993,0.999775474,-43.6666446,-44.79757118,1.381048276,0.508010795,0.949736616,0.823654215,0.999999999,FALSE
 Atg13 ,FBgn0261108,FBgn0261108,0.906238504,0.999775474,-121.9153203,-122.6944999,230.7239422,0.48599817,0.949736616,0.989945497,0.999999999,FALSE
 mrn ,FBgn0261109,FBgn0261109,0.712667647,0.999775474,-126.1136281,-127.5724937,196.0402419,0.297091812,0.949736616,0.921016555,0.999999999,FALSE
 BHD ,FBgn0261111,FBgn0261111,0.907715997,0.999775474,-172.5183783,-173.2913154,605.2811974,0.473843456,0.949736616,0.99688458,0.999999999,FALSE
 APP-BP1 ,FBgn0261112,FBgn0261112,0.351571373,0.999775474,-129.5771706,-132.3564317,283.934148,0.568275175,0.949736616,0.218782667,0.999999999,FALSE
 Xrp1 ,FBgn0261113,FBgn0261113,0.970795739,0.999775474,-245.7127438,-246.1587603,10338.00228,0.762211948,0.949736616,0.950569733,0.999999999,FALSE
 Prp19 ,FBgn0261119,FBgn0261119,0.939853086,0.999775474,-160.3398516,-160.9655473,1022.429201,0.725954178,0.949736616,0.893943029,0.999999999,FALSE
 Alh ,FBgn0261238,FBgn0261238,0.305592976,0.999775474,-127.87911,-130.882329,261.1668867,0.797517182,0.95044666,0.135448107,0.999999999,FALSE
 Hr39 ,FBgn0261239,FBgn0261239,0.508726001,0.999775474,-135.487677,-137.6317234,364.9710312,0.163705772,0.949736616,0.880534615,0.999999999,FALSE
 Vps16A ,FBgn0261241,FBgn0285911,0.91507709,0.999775474,-153.5711379,-154.3124025,1134.895969,0.523638208,0.949736616,0.979405064,0.999999999,FALSE
 Psa ,FBgn0261243,FBgn0261243,0.546246349,0.999775474,-176.6149372,-178.6259599,2777.854941,0.838990226,0.960320628,0.29925994,0.999999999,FALSE
 inaE ,FBgn0261244,FBgn0261244,0.621930942,0.999775474,-138.805277,-140.5600921,212.8905256,0.391875617,0.949736616,0.651252921,0.999999999,FALSE
 sing ,FBgn0261245,FBgn0261245,0.244511186,0.999775474,-109.616745,-112.9631241,103.8167825,0.28043169,0.949736616,0.245725151,0.999999999,FALSE
 rgn ,FBgn0261258,FBgn0261258,0.890486098,0.999775474,-123.1580409,-124.0017298,182.1073496,0.439204515,0.949736616,0.997755574,0.999999999,FALSE
 mgl ,FBgn0261260,FBgn0261260,0.639858113,0.999775474,-152.244561,-153.940333,447.6332446,0.709795481,0.949736616,0.439210796,0.999999999,FALSE
 plx ,FBgn0261261,FBgn0261261,0.965620705,0.999775474,-134.6961939,-135.1768807,325.5553358,0.718989688,0.949736616,0.959735368,0.999999999,FALSE
 CG42613 ,FBgn0261262,FBgn0261262,0.670571179,0.999775474,-169.8721851,-171.4676692,828.8847088,0.221307781,0.949736616,0.981586777,0.999999999,FALSE
 CG42615 ,FBgn0261267,FBgn0261267,0.94891083,0.999775474,-3.518531147,-4.097164102,0.087696825,0.723379312,0.949736616,0.916772297,0.999999999,FALSE
 Cul3 ,FBgn0261268,FBgn0261268,0.782362234,0.999775474,-150.9019743,-152.132456,816.5713071,0.386491547,0.949736616,0.905599013,0.999999999,FALSE
 conv ,FBgn0261269,FBgn0261269,0.609695046,0.999775474,-114.3918755,-116.1872759,76.56437533,0.358076805,0.949736616,0.673806718,0.999999999,FALSE
 Sps1 ,FBgn0261270,FBgn0261270,0.950108882,0.999775474,-157.141839,-157.7139847,720.7091823,0.57745439,0.949736616,0.997408635,0.999999999,FALSE
 Ero1L ,FBgn0261274,FBgn0261274,0.925149423,0.999775474,-143.4835309,-144.1797006,445.7664658,0.929532015,1,0.741948354,0.999999999,FALSE
 Opa1 ,FBgn0261276,FBgn0261276,0.773862482,0.999775474,-173.3927151,-174.6514478,2353.283131,0.300559961,0.949736616,0.990201372,0.999999999,FALSE
 rtv ,FBgn0261277,FBgn0261277,0.721192802,0.999775474,-58.29341536,-59.72460507,4.414345919,0.252531952,0.949736616,0.990617919,0.999999999,FALSE
 grp ,FBgn0261278,FBgn0261278,0.311125535,0.999775474,-132.8113608,-135.7863052,306.6655462,0.535817224,0.949736616,0.194967595,0.999999999,FALSE
 lqfR ,FBgn0261279,FBgn0261279,0.708346271,0.999775474,-152.4177844,-153.8906697,968.5258703,0.305476704,0.949736616,0.902356234,0.999999999,FALSE
 SREBP ,FBgn0261283,FBgn0261283,0.970594664,0.999775474,-227.2983864,-227.7458024,7551.755568,0.804428263,0.9519799,0.927676354,0.999999999,FALSE
 bou ,FBgn0261284,FBgn0261284,0.85664613,0.999775474,-26.51621856,-27.48892267,0.287211944,0.400537455,0.949736616,0.989913033,0.999999999,FALSE
 Ppcs ,FBgn0261285,FBgn0261285,0.369505249,0.999775474,-116.951916,-119.6498243,169.405141,0.068827768,0.949736616,0.997616603,0.999999999,FALSE
 ymp ,FBgn0261287,FBgn0261287,0.256402886,0.999775474,-54.14368453,-57.41816184,2.334921841,0.04051431,0.949736616,0.987088288,0.999999999,FALSE
 CheB98a ,FBgn0261289,FBgn0261289,0.955073302,0.999775474,-18.84851532,-19.39301191,0.092852708,0.645957701,0.949736616,0.975140409,0.999999999,FALSE
 CheB74a ,FBgn0261294,FBgn0261294,0.956156292,0.999775474,-3.518543352,-4.056829559,1.87E-05,0.780335645,0.949736616,0.900879274,0.999999999,FALSE
 verm ,FBgn0261341,FBgn0261341,0.490310287,0.999775474,-63.66810471,-65.8793874,5.074626631,0.135035787,0.949736616,0.936471377,0.999999999,FALSE
 Mst36Fb ,FBgn0261349,FBgn0261349,0.494256295,0.999775474,-83.43774207,-85.63449811,14.88929979,0.307825851,0.949736616,0.564748457,0.999999999,FALSE
 CG42633 ,FBgn0261356,FBgn0261356,0.884822772,0.999775474,-44.67179805,-45.5378809,2.0217925,0.431335681,0.949736616,0.99703332,0.999999999,FALSE
 CG42638 ,FBgn0261361,FBgn0261361,0.765470608,0.999775474,-27.06599585,-28.35247149,0.564636114,0.317853318,0.949736616,0.963631014,0.999999999,FALSE
 PPO1 ,FBgn0261362,FBgn0283437,0.672851347,0.999775474,-29.33518182,-30.92325146,0.579927457,0.307791896,0.949736616,0.844803061,0.999999999,FALSE
 CG33228 ,FBgn0261373,FBgn0261373,0.931342674,0.999775474,-106.5327886,-107.2000351,48.94497215,0.533874768,0.949736616,0.994199561,0.999999999,FALSE
 mRpL37 ,FBgn0261380,FBgn0261380,0.057195068,0.999775474,-138.9747616,-144.3353992,316.562446,0.128165782,0.949736616,0.085333056,0.999999999,FALSE
 IntS6 ,FBgn0261383,FBgn0261383,0.914847469,0.999775474,-130.3597149,-131.1019827,263.3069998,0.511243385,0.949736616,0.986259191,0.999999999,FALSE
 Gpa2 ,FBgn0261386,FBgn0261386,0.930822942,0.999775474,-36.88480799,-37.5545211,0.956123811,0.591694025,0.949736616,0.961917625,0.999999999,FALSE
 CG17528 ,FBgn0261387,FBgn0261387,0.366686671,0.999775474,-154.2757814,-156.9862797,1081.569808,0.070830329,0.949736616,0.988536346,0.999999999,FALSE
 alpha-Est5 ,FBgn0261393,FBgn0261393,0.707970237,0.999775474,-69.23773087,-70.71183586,6.669131368,0.423120193,0.949736616,0.746294014,0.999999999,FALSE
 Prosalpha3 ,FBgn0261394,FBgn0261394,0.954002391,0.999775474,-159.9384681,-160.48904,911.4472906,0.739675286,0.949736616,0.919318354,0.999999999,FALSE
 Rpn3 ,FBgn0261396,FBgn0261396,0.823109007,0.999775474,-164.8075306,-165.899651,1259.462414,0.340044968,0.949736616,0.998836929,0.999999999,FALSE
 didum ,FBgn0261397,FBgn0261397,0.769932349,0.999775474,-163.0072407,-164.2789833,994.8420781,0.587316655,0.949736616,0.687101709,0.999999999,FALSE
 Ir75c ,FBgn0261401,FBgn0261401,0.967197287,0.999775474,-19.34497385,-19.81537824,5.80E-05,0.64741714,0.949736616,0.995045487,0.999999999,FALSE
 Ir75b ,FBgn0261402,FBgn0261402,0.941431895,0.999775474,-18.90080746,-19.51853069,0.19994809,0.614980393,0.949736616,0.966809101,0.999999999,FALSE
 sxc ,FBgn0261403,FBgn0261403,0.172410155,0.999775474,-174.1026411,-177.9621997,1986.820766,0.081419324,0.949736616,0.439746265,0.999999999,FALSE
 lncRNA:CR42646 ,FBgn0261429,FBgn0261429,0.788415679,0.999775474,-100.8580509,-102.0683067,42.58664001,0.727641706,0.949736616,0.618287819,0.999999999,FALSE
 DhpD ,FBgn0261436,FBgn0261436,0.607751182,0.999775474,-147.4511933,-149.2530654,589.7555422,0.564386377,0.949736616,0.482616052,0.999999999,FALSE
 CSN8 ,FBgn0261437,FBgn0261437,0.38871745,0.999775474,-130.4585038,-133.0724,246.3335586,0.736043143,0.949736616,0.202271082,0.999999999,FALSE
 SdhA ,FBgn0261439,FBgn0261439,0.932427506,0.999775474,-169.9592886,-170.6213619,1473.739614,0.561896555,0.949736616,0.982088103,0.999999999,FALSE
 CG3638 ,FBgn0261444,FBgn0261444,0.649853464,0.999775474,-195.0058351,-196.6688679,3931.430904,1,1,0.144773677,0.999999999,FALSE
 sgl ,FBgn0261445,FBgn0261445,0.907339157,0.999775474,-188.1596598,-188.9341926,2560.733163,0.541794423,0.949736616,0.955582987,0.999999999,FALSE
 CG13377 ,FBgn0261446,FBgn0261446,0.982153051,0.999775474,-91.92358013,-92.28092231,33.34208487,0.756335839,0.949736616,0.984337634,0.999999999,FALSE
 trol ,FBgn0261451,FBgn0284408,0.421469935,0.999775474,-139.2846436,-141.7618464,227.124535,0.670667136,0.949736616,0.245161136,0.999999999,FALSE
 scaRNA:MeU2-G25 ,FBgn0261452,FBgn0261452,0.879638981,0.999775474,-12.44991675,-13.33617985,0.083699976,0.736821781,0.949736616,0.762202257,0.999999999,FALSE
 scaRNA:MeU2-C41 ,FBgn0261453,FBgn0261453,0.736432152,0.999775474,-23.9064146,-25.2880291,0.089930037,0.286230459,0.949736616,0.967132288,0.999999999,FALSE
 scaRNA:MeU4-A65 ,FBgn0261454,FBgn0261454,0.825237829,0.999775474,-21.49992987,-22.58464949,0.285245451,0.373447709,0.949736616,0.97767245,0.999999999,FALSE
 hpo ,FBgn0261456,FBgn0261456,0.716681581,0.999775474,-146.3734815,-147.81932,637.3007611,0.341852636,0.949736616,0.86258944,0.999999999,FALSE
 capt ,FBgn0261458,FBgn0261458,0.945411753,0.999775474,-197.9380154,-198.5352244,2667.249415,0.583686061,0.949736616,0.989640383,0.999999999,FALSE
 RhoGAP18B ,FBgn0261461,FBgn0261461,0.068341783,0.999775474,-201.3450144,-206.4721725,4580.203757,0.894576803,0.98361731,0.018300203,0.639236269,FALSE
 slim ,FBgn0261477,FBgn0261477,0.382186537,0.999775474,-147.1116253,-149.7537377,734.3301712,0.176183069,0.949736616,0.612378855,0.999999999,FALSE
 CG42649 ,FBgn0261501,FBgn0261501,0.951669947,0.999775474,-3.518483023,-4.082071957,0.083882649,0.793413617,0.949736616,0.881553842,0.999999999,FALSE
 CR42653 ,FBgn0261505,FBgn0261505,0.875753317,0.999775474,-55.49443925,-56.39564536,2.434986069,0.452955657,0.949736616,0.974550568,0.999999999,FALSE
 CG42654 ,FBgn0261506,FBgn0261506,0.948175876,0.999775474,-61.62020358,-62.20278319,5.159712024,0.573587104,0.949736616,0.996764009,0.999999999,FALSE
 CG42655 ,FBgn0261507,FBgn0261507,0.833923869,0.999775474,-76.64163173,-77.69592971,11.29825231,0.358772786,0.949736616,0.996305576,0.999999999,FALSE
 CG42656 ,FBgn0261508,FBgn0261508,0.262883822,0.999775474,-58.51159729,-61.74803993,4.334214785,0.040096894,0.949736616,0.997899812,0.999999999,FALSE
 haf ,FBgn0261509,FBgn0261509,0.402680306,0.999775474,-69.74928286,-72.30396232,6.521060375,0.085730729,0.949736616,0.978189027,0.999999999,FALSE
 NimA ,FBgn0261514,FBgn0261514,0.906960467,0.999775474,-26.70043514,-27.47656897,0.458623851,0.472148343,0.949736616,0.99695303,0.999999999,FALSE
 lncRNA:CR42657 ,FBgn0261522,FBgn0261522,0.957276259,0.999775474,-41.40887994,-41.94067039,1.87909196,0.636898902,0.949736616,0.983581954,0.999999999,FALSE
 CG42658 ,FBgn0261523,FBgn0261523,0.90525318,0.999775474,-22.2707514,-23.05407411,0.293203482,0.710022852,0.949736616,0.82983459,0.999999999,FALSE
 lic ,FBgn0261524,FBgn0261524,0.872542158,0.999775474,-156.6386566,-157.5521005,792.1532428,0.689827385,0.949736616,0.780875054,0.999999999,FALSE
 NT1 ,FBgn0261526,FBgn0261526,0.96915729,0.999775474,-3.518528684,-3.975817617,4.40E-06,0.850732533,0.962286024,0.898429594,0.999999999,FALSE
 ms(2)34Fe ,FBgn0261529,FBgn0261529,0.928851888,0.999775474,-26.32450089,-27.00350093,0.184805012,0.527164047,0.949736616,0.994392041,0.999999999,FALSE
 cdm ,FBgn0261532,FBgn0261532,0.672453543,0.999775474,-131.0827433,-132.6721062,397.2034514,0.235885091,0.949736616,0.961915772,0.999999999,FALSE
 l(2)34Fc ,FBgn0261534,FBgn0261534,0.789634343,0.999775474,-20.93185867,-22.13803102,0.578401906,0.376820855,0.949736616,0.927506737,0.999999999,FALSE
 CG42663 ,FBgn0261545,FBgn0261545,0.879427853,0.999775474,-146.7944283,-147.6815073,512.5514619,0.529749421,0.949736616,0.918131587,0.999999999,FALSE
 Exn ,FBgn0261547,FBgn0261547,0.853057363,0.999775474,-161.24918,-162.2349918,458.113912,1,1,0.475520517,0.999999999,FALSE
 rdgA ,FBgn0261549,FBgn0261549,0.990444045,0.999775474,-115.4174356,-115.6891825,169.2111197,0.763419412,0.949736616,0.999942652,0.999999999,FALSE
 ps ,FBgn0261552,FBgn0261552,0.39020651,0.999775474,-180.433332,-183.0408422,1833.714471,0.807739983,0.952408833,0.187996281,0.999999999,FALSE
 CG42671 ,FBgn0261553,FBgn0261553,0.056970203,0.999775474,-150.8107982,-156.1765719,586.1493658,0.865867555,0.967592048,0.015149103,0.579863365,FALSE
 CG42672 ,FBgn0261554,FBgn0261554,0.254965438,0.999775474,-146.8801594,-150.1631796,633.0626257,0.694520658,0.949736616,0.119816874,0.999999999,FALSE
 CG42673 ,FBgn0261555,FBgn0261555,0.429119577,0.999775474,-85.77361738,-88.21994988,23.65189819,0.516932234,0.949736616,0.311419731,0.999999999,FALSE
 CG42674 ,FBgn0261556,FBgn0261556,0.770648668,0.999775474,-158.1740985,-159.4434722,718.7620796,0.866179559,0.967592048,0.521891123,0.999999999,FALSE
 Thor ,FBgn0261560,FBgn0261560,0.134227662,0.999775474,-119.1251271,-123.3385486,79.32493391,0.390320954,0.949736616,0.08789412,0.999999999,FALSE
 CG42675 ,FBgn0261561,FBgn0261561,0.040970656,0.999775474,-95.17926183,-100.9707616,29.22992464,0.004413697,0.949736616,0.864488894,0.999999999,FALSE
 CG42676 ,FBgn0261562,FBgn0261562,0.628803522,0.999775474,-108.8823418,-110.6144678,121.3939857,0.188557516,0.949736616,0.988338077,0.999999999,FALSE
 wb ,FBgn0261563,FBgn0261563,0.672837606,0.999775474,-108.2490327,-109.8371471,74.62784721,0.357307313,0.949736616,0.772752264,0.999999999,FALSE
 ReepA ,FBgn0261564,FBgn0261564,0.880379857,0.999775474,-164.3040921,-165.1874886,678.367977,0.943728188,1,0.647891236,0.999999999,FALSE
 Lmpt ,FBgn0261565,FBgn0261565,0.767144534,0.999775474,-137.5047945,-138.7857471,324.4479025,0.906777668,0.989033249,0.499959529,0.999999999,FALSE
 CG42681 ,FBgn0261567,FBgn0261567,0.951901046,0.999775474,-3.518526761,-4.080838622,0.083577504,0.739728765,0.949736616,0.914103163,0.999999999,FALSE
